RK,Team,Year,G,W,L,Conf,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS
14,Chicago Bulls*,2006,82,41,41,East,242.7,36.6,82.2,.446,6.8,18.0,.379,29.8,64.1,.465,17.7,24.0,.738,11.0,31.7,22.0,6.2,4.2,14.9,24.9,97.8
15,Cleveland Cavaliers*,2006,82,50,32,East,241.8,35.5,78.2,.454,6.1,17.9,.339,29.4,60.3,.487,20.6,28.3,.729,11.7,30.6,19.0,6.9,4.8,13.9,21.1,97.6
16,Los Angeles Clippers*,2006,82,47,35,West,241.5,36.5,78.6,.465,3.5,10.3,.344,33.0,68.3,.483,20.7,26.1,.791,10.1,33.0,20.8,6.5,6.1,14.5,22.8,97.2
17,Atlanta Hawks,2006,82,26,56,East,242.4,35.9,79.2,.454,5.2,14.1,.367,30.8,65.1,.472,20.2,26.9,.750,13.0,27.2,19.8,7.2,4.8,15.7,25.0,97.2
18,Charlotte Bobcats,2006,82,26,56,East,242.7,36.1,83.5,.433,5.2,15.4,.339,30.9,68.1,.454,19.4,26.7,.729,12.1,27.7,20.9,10.0,4.3,14.2,23.9,96.9
19,Detroit Pistons*,2006,82,64,18,East,241.8,36.4,80.0,.455,6.8,17.7,.384,29.6,62.3,.475,17.3,23.8,.727,11.9,28.6,24.0,7.1,6.0,11.4,18.5,96.8
20,New York Knicks,2006,82,23,59,East,243.0,34.4,75.7,.455,3.9,10.8,.362,30.5,64.9,.470,22.9,31.5,.726,12.6,28.8,17.9,6.8,3.3,17.7,26.3,95.6
21,San Antonio Spurs*,2006,82,63,19,West,241.5,36.5,77.3,.472,6.4,16.6,.385,30.1,60.7,.496,16.2,23.1,.702,10.4,31.1,20.9,6.6,5.7,13.7,20.9,95.6
22,Orlando Magic,2006,82,36,46,East,242.7,35.5,75.2,.472,3.6,9.7,.376,31.9,65.5,.486,20.3,27.8,.730,10.9,29.3,18.2,6.5,4.4,15.1,23.3,94.9
23,Indiana Pacers*,2006,82,41,41,East,240.6,34.0,76.5,.444,6.5,18.7,.349,27.4,57.8,.475,19.4,26.3,.737,11.0,31.2,19.9,7.3,5.0,15.3,22.2,93.9
24,New Jersey Nets*,2006,82,49,33,East,241.2,33.9,77.0,.440,5.8,17.6,.330,28.1,59.4,.472,20.2,26.7,.758,10.0,31.0,23.0,6.8,3.4,13.6,23.2,93.8
25,New Orleans/Oklahoma City Hornets,2006,82,38,44,West,241.5,34.5,78.4,.440,3.7,10.8,.339,30.9,67.6,.457,20.1,26.5,.758,11.2,29.0,18.5,7.5,3.8,13.4,21.8,92.8
26,Utah Jazz,2006,82,41,41,West,242.4,33.5,75.7,.442,3.8,11.3,.336,29.7,64.4,.461,21.6,30.1,.719,13.1,29.0,21.6,6.4,6.0,15.7,24.8,92.4
27,Memphis Grizzlies*,2006,82,49,33,West,242.1,33.5,74.7,.448,7.2,19.2,.374,26.3,55.5,.474,18.0,25.3,.711,10.2,29.0,19.3,7.3,5.4,13.8,21.4,92.2
28,Minnesota Timberwolves,2006,82,33,49,West,242.1,35.2,77.3,.456,3.8,11.5,.329,31.4,65.8,.478,17.5,23.1,.758,9.9,29.5,20.9,6.8,5.7,14.5,23.0,91.7
29,Houston Rockets,2006,82,34,48,West,241.8,33.0,76.2,.433,5.7,17.2,.332,27.3,59.0,.463,18.3,24.1,.759,10.4,31.3,19.3,7.2,3.9,14.5,22.7,90.1
30,Portland Trail Blazers,2006,82,21,61,West,240.6,34.0,76.4,.445,4.4,12.7,.349,29.6,63.7,.464,16.3,23.7,.689,10.8,26.9,18.2,6.5,5.3,14.7,22.3,88.8
